date,day-stars,total-stars
02-05-2022,6,21040
03-05-2022,5,21045
04-05-2022,11,21056
05-05-2022,11,21067
06-05-2022,5,21072
07-05-2022,6,21078
08-05-2022,2,21080
09-05-2022,4,21084
10-05-2022,2,21086
11-05-2022,7,21093
12-05-2022,15,21108
13-05-2022,8,21116
14-05-2022,8,21124
15-05-2022,4,21128
16-05-2022,9,21137
17-05-2022,7,21144
18-05-2022,9,21153
19-05-2022,13,21166
20-05-2022,15,21181
21-05-2022,7,21188
22-05-2022,2,21190
23-05-2022,18,21208
24-05-2022,20,21228
25-05-2022,17,21245
26-05-2022,22,21267
27-05-2022,11,21278
28-05-2022,4,21282
29-05-2022,6,21288
30-05-2022,10,21298
31-05-2022,11,21309
01-06-2022,12,21321
02-06-2022,9,21330
03-06-2022,8,21338
04-06-2022,5,21343
05-06-2022,4,21347
06-06-2022,12,21359
07-06-2022,8,21367
08-06-2022,12,21379
09-06-2022,10,21389
10-06-2022,7,21396
11-06-2022,3,21399
12-06-2022,3,21402
13-06-2022,3,21405
14-06-2022,11,21416
15-06-2022,10,21426
16-06-2022,8,21434
17-06-2022,8,21442
18-06-2022,7,21449
19-06-2022,3,21452
20-06-2022,8,21460
21-06-2022,11,21471
22-06-2022,13,21484
23-06-2022,11,21495
24-06-2022,11,21506
25-06-2022,3,21509
26-06-2022,4,21513
27-06-2022,5,21518
28-06-2022,6,21524
29-06-2022,9,21533
30-06-2022,6,21539
01-07-2022,13,21552
02-07-2022,4,21556
03-07-2022,2,21558
04-07-2022,9,21567
05-07-2022,7,21574
06-07-2022,3,21577
07-07-2022,7,21584
08-07-2022,11,21595
09-07-2022,4,21599
10-07-2022,4,21603
11-07-2022,6,21609
12-07-2022,6,21615
13-07-2022,12,21627
14-07-2022,10,21637
15-07-2022,14,21651
16-07-2022,10,21661
17-07-2022,2,21663
18-07-2022,5,21668
19-07-2022,8,21676
20-07-2022,5,21681
21-07-2022,9,21690
22-07-2022,7,21697
23-07-2022,8,21705
24-07-2022,4,21709
25-07-2022,7,21716
26-07-2022,11,21727
27-07-2022,10,21737
28-07-2022,4,21741
29-07-2022,7,21748
30-07-2022,5,21753
31-07-2022,4,21757
01-08-2022,9,21766
02-08-2022,5,21771
03-08-2022,7,21778
04-08-2022,6,21784
05-08-2022,9,21793
06-08-2022,4,21797
07-08-2022,4,21801
08-08-2022,6,21807
09-08-2022,6,21813
10-08-2022,8,21821
11-08-2022,11,21832
12-08-2022,6,21838
13-08-2022,7,21845
14-08-2022,6,21851
15-08-2022,9,21860
16-08-2022,8,21868
17-08-2022,3,21871
18-08-2022,6,21877
19-08-2022,6,21883
20-08-2022,5,21888
21-08-2022,4,21892
22-08-2022,8,21900
23-08-2022,10,21910
24-08-2022,14,21924
25-08-2022,4,21928
26-08-2022,8,21936
27-08-2022,3,21939
28-08-2022,5,21944
29-08-2022,4,21948
30-08-2022,7,21955
31-08-2022,8,21963
01-09-2022,5,21968
02-09-2022,9,21977
03-09-2022,3,21980
04-09-2022,6,21986
05-09-2022,5,21991
06-09-2022,9,22000
07-09-2022,4,22004
08-09-2022,4,22008
09-09-2022,12,22020
10-09-2022,5,22025
11-09-2022,2,22027
12-09-2022,4,22031
13-09-2022,6,22037
14-09-2022,4,22041
15-09-2022,6,22047
16-09-2022,9,22056
17-09-2022,6,22062
18-09-2022,4,22066
19-09-2022,4,22070
20-09-2022,6,22076
21-09-2022,5,22081
22-09-2022,8,22089
23-09-2022,7,22096
24-09-2022,8,22104
25-09-2022,7,22111
26-09-2022,5,22116
27-09-2022,9,22125
28-09-2022,7,22132
29-09-2022,4,22136
30-09-2022,6,22142
01-10-2022,2,22144
02-10-2022,5,22149
03-10-2022,2,22151
04-10-2022,0,22151
05-10-2022,7,22158
06-10-2022,47,22205
07-10-2022,43,22248
08-10-2022,29,22277
09-10-2022,5,22282
10-10-2022,10,22292
11-10-2022,4,22296
12-10-2022,6,22302
13-10-2022,5,22307
14-10-2022,4,22311
15-10-2022,3,22314
16-10-2022,4,22318
17-10-2022,5,22323
18-10-2022,4,22327
19-10-2022,10,22337
20-10-2022,8,22345
21-10-2022,10,22355
22-10-2022,8,22363
23-10-2022,5,22368
24-10-2022,7,22375
25-10-2022,9,22384
26-10-2022,4,22388
27-10-2022,14,22402
28-10-2022,4,22406
29-10-2022,10,22416
30-10-2022,9,22425
31-10-2022,11,22436
01-11-2022,6,22442
02-11-2022,7,22449
03-11-2022,6,22455
04-11-2022,2,22457
05-11-2022,2,22459
06-11-2022,1,22460
07-11-2022,12,22472
08-11-2022,3,22475
09-11-2022,3,22478
10-11-2022,5,22483
11-11-2022,7,22490
12-11-2022,3,22493
13-11-2022,3,22496
14-11-2022,10,22506
15-11-2022,45,22551
16-11-2022,61,22612
17-11-2022,15,22627
18-11-2022,9,22636
19-11-2022,5,22641
20-11-2022,8,22649
21-11-2022,7,22656
22-11-2022,13,22669
23-11-2022,3,22672
24-11-2022,4,22676
25-11-2022,13,22689
26-11-2022,7,22696
27-11-2022,2,22698
28-11-2022,3,22701
29-11-2022,9,22710
30-11-2022,9,22719
01-12-2022,4,22723
02-12-2022,7,22730
03-12-2022,4,22734
04-12-2022,4,22738
05-12-2022,7,22745
06-12-2022,11,22756
07-12-2022,7,22763
08-12-2022,3,22766
09-12-2022,6,22772
10-12-2022,4,22776
11-12-2022,4,22780
12-12-2022,6,22786
13-12-2022,10,22796
14-12-2022,4,22800
15-12-2022,4,22804
16-12-2022,5,22809
17-12-2022,3,22812
18-12-2022,3,22815
19-12-2022,9,22824
20-12-2022,7,22831
21-12-2022,11,22842
22-12-2022,5,22847
23-12-2022,7,22854
24-12-2022,3,22857
25-12-2022,0,22857
26-12-2022,2,22859
27-12-2022,6,22865
28-12-2022,6,22871
29-12-2022,7,22878
30-12-2022,5,22883
31-12-2022,3,22886
01-01-2023,3,22889
02-01-2023,2,22891
03-01-2023,4,22895
04-01-2023,11,22906
05-01-2023,6,22912
06-01-2023,6,22918
07-01-2023,0,22918
08-01-2023,0,22918
09-01-2023,4,22922
10-01-2023,5,22927
11-01-2023,3,22930
12-01-2023,2,22932
13-01-2023,4,22936
14-01-2023,8,22944
15-01-2023,1,22945
16-01-2023,4,22949
17-01-2023,9,22958
18-01-2023,9,22967
19-01-2023,5,22972
20-01-2023,2,22974
21-01-2023,2,22976
22-01-2023,5,22981
23-01-2023,5,22986
24-01-2023,6,22992
25-01-2023,2,22994
26-01-2023,5,22999
27-01-2023,5,23004
28-01-2023,3,23007
29-01-2023,8,23015
30-01-2023,6,23021
31-01-2023,13,23034
01-02-2023,54,23088
02-02-2023,61,23149
03-02-2023,11,23160
04-02-2023,7,23167
05-02-2023,4,23171
06-02-2023,12,23183
07-02-2023,8,23191
08-02-2023,13,23204
09-02-2023,8,23212
10-02-2023,8,23220
11-02-2023,5,23225
12-02-2023,6,23231
13-02-2023,9,23240
14-02-2023,8,23248
15-02-2023,10,23258
16-02-2023,8,23266
17-02-2023,9,23275
18-02-2023,5,23280
19-02-2023,5,23285
20-02-2023,7,23292
21-02-2023,12,23304
22-02-2023,10,23314
23-02-2023,14,23328
24-02-2023,4,23332
25-02-2023,1,23333
26-02-2023,7,23340
27-02-2023,8,23348
28-02-2023,10,23358
01-03-2023,9,23367
02-03-2023,12,23379
03-03-2023,5,23384
04-03-2023,5,23389
05-03-2023,5,23394
06-03-2023,6,23400
07-03-2023,9,23409
08-03-2023,7,23416
09-03-2023,5,23421
10-03-2023,10,23431
11-03-2023,8,23439
12-03-2023,6,23445
13-03-2023,4,23449
14-03-2023,7,23456
15-03-2023,7,23463
16-03-2023,6,23469
17-03-2023,11,23480
18-03-2023,2,23482
19-03-2023,3,23485
20-03-2023,7,23492
21-03-2023,10,23502
22-03-2023,11,23513
23-03-2023,8,23521
24-03-2023,1,23522
25-03-2023,6,23528
26-03-2023,1,23529
27-03-2023,14,23543
28-03-2023,13,23556
29-03-2023,8,23564
30-03-2023,7,23571
31-03-2023,8,23579
01-04-2023,4,23583
02-04-2023,3,23586
03-04-2023,9,23595
04-04-2023,15,23610
05-04-2023,5,23615
06-04-2023,11,23626
07-04-2023,7,23633
08-04-2023,2,23635
09-04-2023,4,23639
10-04-2023,10,23649
11-04-2023,5,23654
12-04-2023,9,23663
13-04-2023,8,23671
14-04-2023,3,23674
15-04-2023,4,23678
16-04-2023,4,23682
17-04-2023,14,23696
18-04-2023,6,23702
19-04-2023,7,23709
20-04-2023,9,23718
21-04-2023,9,23727
22-04-2023,5,23732
23-04-2023,5,23737
24-04-2023,4,23741
25-04-2023,6,23747
26-04-2023,8,23755
27-04-2023,6,23761
28-04-2023,6,23767
29-04-2023,3,23770
30-04-2023,5,23775
01-05-2023,3,23778
02-05-2023,5,23783
03-05-2023,3,23786
04-05-2023,7,23793
05-05-2023,1,23794
06-05-2023,4,23798
07-05-2023,3,23801
08-05-2023,12,23813
09-05-2023,8,23821
10-05-2023,7,23828
11-05-2023,10,23838
12-05-2023,12,23850
13-05-2023,6,23856
14-05-2023,2,23858
15-05-2023,8,23866
16-05-2023,6,23872
17-05-2023,6,23878
18-05-2023,9,23887
19-05-2023,3,23890
20-05-2023,5,23895
21-05-2023,4,23899
22-05-2023,6,23905
23-05-2023,7,23912
24-05-2023,9,23921
25-05-2023,4,23925
26-05-2023,6,23931
27-05-2023,3,23934
28-05-2023,3,23937
29-05-2023,8,23945
30-05-2023,9,23954
31-05-2023,5,23959
01-06-2023,10,23969
02-06-2023,5,23974
03-06-2023,6,23980
04-06-2023,5,23985
05-06-2023,5,23990
06-06-2023,8,23998
07-06-2023,14,24012
08-06-2023,10,24022
09-06-2023,6,24028
10-06-2023,4,24032
11-06-2023,2,24034
12-06-2023,5,24039
13-06-2023,7,24046
14-06-2023,10,24056
15-06-2023,10,24066
16-06-2023,4,24070
17-06-2023,4,24074
18-06-2023,3,24077
19-06-2023,2,24079
20-06-2023,12,24091
21-06-2023,5,24096
22-06-2023,2,24098
23-06-2023,1,24099
24-06-2023,7,24106
25-06-2023,8,24114
26-06-2023,8,24122
27-06-2023,12,24134
28-06-2023,6,24140
29-06-2023,6,24146
30-06-2023,4,24150
01-07-2023,2,24152
02-07-2023,2,24154
03-07-2023,4,24158
04-07-2023,5,24163
05-07-2023,3,24166
06-07-2023,9,24175
07-07-2023,6,24181
08-07-2023,5,24186
09-07-2023,4,24190
10-07-2023,10,24200
11-07-2023,5,24205
12-07-2023,7,24212
13-07-2023,8,24220
14-07-2023,5,24225
15-07-2023,5,24230
16-07-2023,6,24236
17-07-2023,3,24239
18-07-2023,7,24246
19-07-2023,6,24252
20-07-2023,3,24255
21-07-2023,7,24262
22-07-2023,3,24265
23-07-2023,4,24269
24-07-2023,9,24278
25-07-2023,6,24284
26-07-2023,7,24291
27-07-2023,6,24297
28-07-2023,7,24304
29-07-2023,6,24310
30-07-2023,2,24312
31-07-2023,7,24319
01-08-2023,5,24324
02-08-2023,6,24330
03-08-2023,8,24338
04-08-2023,5,24343
05-08-2023,5,24348
06-08-2023,8,24356
07-08-2023,7,24363
08-08-2023,8,24371
09-08-2023,4,24375
10-08-2023,8,24383
11-08-2023,6,24389
12-08-2023,4,24393
13-08-2023,2,24395
14-08-2023,5,24400
15-08-2023,5,24405
16-08-2023,3,24408
17-08-2023,4,24412
18-08-2023,5,24417
19-08-2023,8,24425
20-08-2023,6,24431
21-08-2023,5,24436
22-08-2023,6,24442
23-08-2023,4,24446
24-08-2023,7,24453
25-08-2023,9,24462
26-08-2023,4,24466
27-08-2023,3,24469
28-08-2023,8,24477
29-08-2023,3,24480
30-08-2023,4,24484
31-08-2023,4,24488
01-09-2023,2,24490
02-09-2023,5,24495
03-09-2023,2,24497
04-09-2023,5,24502
05-09-2023,6,24508
06-09-2023,5,24513
07-09-2023,5,24518
08-09-2023,3,24521
09-09-2023,6,24527
10-09-2023,3,24530
11-09-2023,7,24537
12-09-2023,4,24541
13-09-2023,3,24544
14-09-2023,9,24553
15-09-2023,4,24557
16-09-2023,3,24560
17-09-2023,3,24563
18-09-2023,3,24566
19-09-2023,3,24569
20-09-2023,4,24573
21-09-2023,3,24576
22-09-2023,4,24580
23-09-2023,2,24582
24-09-2023,4,24586
25-09-2023,4,24590
26-09-2023,3,24593
27-09-2023,8,24601
28-09-2023,4,24605
29-09-2023,5,24610
30-09-2023,8,24618
01-10-2023,5,24623
02-10-2023,8,24631
03-10-2023,4,24635
04-10-2023,8,24643
05-10-2023,8,24651
06-10-2023,6,24657
07-10-2023,4,24661
08-10-2023,2,24663
09-10-2023,6,24669
10-10-2023,8,24677
11-10-2023,1,24678
12-10-2023,5,24683
13-10-2023,6,24689
14-10-2023,4,24693
15-10-2023,4,24697
16-10-2023,5,24702
17-10-2023,4,24706
18-10-2023,1,24707
19-10-2023,8,24715
20-10-2023,6,24721
21-10-2023,4,24725
22-10-2023,6,24731
23-10-2023,4,24735
24-10-2023,5,24740
25-10-2023,12,24752
26-10-2023,4,24756
27-10-2023,9,24765
28-10-2023,4,24769
29-10-2023,4,24773
30-10-2023,8,24781
31-10-2023,9,24790
01-11-2023,10,24800
02-11-2023,9,24809
03-11-2023,9,24818
04-11-2023,3,24821
05-11-2023,8,24829
06-11-2023,7,24836
07-11-2023,8,24844
08-11-2023,9,24853
09-11-2023,4,24857
10-11-2023,4,24861
11-11-2023,3,24864
12-11-2023,3,24867
13-11-2023,5,24872
14-11-2023,6,24878
15-11-2023,4,24882
16-11-2023,6,24888
17-11-2023,6,24894
18-11-2023,6,24900
19-11-2023,3,24903
20-11-2023,3,24906
21-11-2023,5,24911
22-11-2023,7,24918
23-11-2023,3,24921
24-11-2023,5,24926
25-11-2023,3,24929
26-11-2023,3,24932
27-11-2023,3,24935
28-11-2023,8,24943
29-11-2023,8,24951
30-11-2023,3,24954
01-12-2023,4,24958
02-12-2023,4,24962
03-12-2023,2,24964
04-12-2023,4,24968
05-12-2023,3,24971
06-12-2023,4,24975
07-12-2023,8,24983
08-12-2023,3,24986
09-12-2023,0,24986
10-12-2023,4,24990
11-12-2023,1,24991
12-12-2023,4,24995
13-12-2023,8,25003
14-12-2023,4,25007
15-12-2023,3,25010
16-12-2023,8,25018
17-12-2023,4,25022
18-12-2023,6,25028
19-12-2023,6,25034
20-12-2023,3,25037
21-12-2023,12,25049
22-12-2023,6,25055
23-12-2023,2,25057
24-12-2023,1,25058
25-12-2023,3,25061
26-12-2023,9,25070
27-12-2023,5,25075
28-12-2023,11,25086
29-12-2023,6,25092
30-12-2023,4,25096
31-12-2023,3,25099
01-01-2024,3,25102
02-01-2024,3,25105
03-01-2024,11,25116
04-01-2024,5,25121
05-01-2024,3,25124
06-01-2024,4,25128
07-01-2024,3,25131
08-01-2024,4,25135
09-01-2024,4,25139
10-01-2024,4,25143
11-01-2024,6,25149
12-01-2024,4,25153
13-01-2024,6,25159
14-01-2024,8,25167
15-01-2024,3,25170
16-01-2024,14,25184
17-01-2024,14,25198
18-01-2024,8,25206
19-01-2024,8,25214
20-01-2024,8,25222
21-01-2024,5,25227
22-01-2024,5,25232
23-01-2024,8,25240
24-01-2024,7,25247
25-01-2024,6,25253
26-01-2024,7,25260
27-01-2024,8,25268
28-01-2024,3,25271
29-01-2024,6,25277
30-01-2024,5,25282
31-01-2024,13,25295
01-02-2024,14,25309
02-02-2024,12,25321
03-02-2024,10,25331
04-02-2024,7,25338
05-02-2024,7,25345
06-02-2024,4,25349
07-02-2024,8,25357
08-02-2024,6,25363
09-02-2024,5,25368
10-02-2024,4,25372
11-02-2024,0,25372
12-02-2024,4,25376
13-02-2024,7,25383
14-02-2024,5,25388
15-02-2024,8,25396
16-02-2024,5,25401
17-02-2024,13,25414
18-02-2024,9,25423
19-02-2024,10,25433
20-02-2024,3,25436
21-02-2024,8,25444
22-02-2024,12,25456
23-02-2024,1,25457
24-02-2024,2,25459
25-02-2024,4,25463
26-02-2024,4,25467
27-02-2024,9,25476
28-02-2024,6,25482
29-02-2024,12,25494
01-03-2024,1,25495
02-03-2024,4,25499
03-03-2024,3,25502
04-03-2024,4,25506
05-03-2024,9,25515
06-03-2024,6,25521
07-03-2024,7,25528
08-03-2024,4,25532
09-03-2024,3,25535
10-03-2024,3,25538
11-03-2024,3,25541
12-03-2024,4,25545
13-03-2024,10,25555
14-03-2024,8,25563
15-03-2024,13,25576
16-03-2024,6,25582
17-03-2024,5,25587
18-03-2024,11,25598
19-03-2024,9,25607
20-03-2024,9,25616
21-03-2024,4,25620
22-03-2024,6,25626
23-03-2024,3,25629
24-03-2024,5,25634
25-03-2024,11,25645
26-03-2024,7,25652
27-03-2024,2,25654
28-03-2024,2,25656
29-03-2024,10,25666
30-03-2024,8,25674
31-03-2024,4,25678
01-04-2024,6,25684
02-04-2024,7,25691
03-04-2024,4,25695
04-04-2024,4,25699
05-04-2024,4,25703
06-04-2024,2,25705
07-04-2024,2,25707
08-04-2024,8,25715
09-04-2024,8,25723
10-04-2024,5,25728
11-04-2024,10,25738
12-04-2024,5,25743
13-04-2024,4,25747
14-04-2024,5,25752
15-04-2024,3,25755
16-04-2024,8,25763
17-04-2024,9,25772
18-04-2024,8,25780
19-04-2024,11,25791
20-04-2024,4,25795
21-04-2024,3,25798
22-04-2024,7,25805
23-04-2024,8,25813
24-04-2024,4,25817
25-04-2024,1,25818
26-04-2024,6,25824
27-04-2024,6,25830
28-04-2024,5,25835
29-04-2024,6,25841
30-04-2024,5,25846
01-05-2024,5,25851
02-05-2024,2,25853
03-05-2024,10,25863
04-05-2024,5,25868
05-05-2024,3,25871
06-05-2024,2,25873
07-05-2024,5,25878
08-05-2024,5,25883
09-05-2024,5,25888
10-05-2024,8,25896
11-05-2024,4,25900
12-05-2024,2,25902
13-05-2024,4,25906
14-05-2024,3,25909
15-05-2024,2,25911
16-05-2024,10,25921
17-05-2024,5,25926
18-05-2024,1,25927
19-05-2024,3,25930
20-05-2024,9,25939
21-05-2024,7,25946
22-05-2024,4,25950
23-05-2024,4,25954
24-05-2024,6,25960
25-05-2024,2,25962
26-05-2024,0,25962
27-05-2024,3,25965
28-05-2024,7,25972
29-05-2024,3,25975
30-05-2024,9,25984
31-05-2024,6,25990
01-06-2024,8,25998
02-06-2024,3,26001
03-06-2024,4,26005
04-06-2024,9,26014
05-06-2024,4,26018
06-06-2024,5,26023
07-06-2024,4,26027
08-06-2024,5,26032
09-06-2024,3,26035
10-06-2024,4,26039
11-06-2024,3,26042
12-06-2024,10,26052
13-06-2024,4,26056
14-06-2024,3,26059
15-06-2024,3,26062
16-06-2024,7,26069
17-06-2024,4,26073
18-06-2024,10,26083
19-06-2024,8,26091
20-06-2024,5,26096
21-06-2024,5,26101
22-06-2024,3,26104
23-06-2024,6,26110
24-06-2024,2,26112
25-06-2024,4,26116
26-06-2024,5,26121
27-06-2024,7,26128
28-06-2024,2,26130
29-06-2024,5,26135
30-06-2024,1,26136
01-07-2024,9,26145
02-07-2024,7,26152
03-07-2024,7,26159
04-07-2024,6,26165
05-07-2024,3,26168
06-07-2024,2,26170
07-07-2024,5,26175
08-07-2024,6,26181
09-07-2024,9,26190
10-07-2024,55,26245
11-07-2024,49,26294
12-07-2024,11,26305
13-07-2024,8,26313
14-07-2024,5,26318
15-07-2024,6,26324
16-07-2024,5,26329
17-07-2024,3,26332
18-07-2024,5,26337
19-07-2024,10,26347
20-07-2024,3,26350
21-07-2024,5,26355
22-07-2024,7,26362
23-07-2024,7,26369
24-07-2024,9,26378
25-07-2024,10,26388
26-07-2024,5,26393
27-07-2024,2,26395
28-07-2024,5,26400
29-07-2024,4,26404
30-07-2024,9,26413
31-07-2024,5,26418
01-08-2024,9,26427
02-08-2024,3,26430
03-08-2024,5,26435
04-08-2024,4,26439
05-08-2024,8,26447
06-08-2024,6,26453
07-08-2024,3,26456
08-08-2024,10,26466
09-08-2024,4,26470
10-08-2024,4,26474
11-08-2024,5,26479
12-08-2024,5,26484
13-08-2024,8,26492
14-08-2024,9,26501
15-08-2024,12,26513
16-08-2024,11,26524
17-08-2024,6,26530
18-08-2024,3,26533
19-08-2024,7,26540
20-08-2024,8,26548
21-08-2024,7,26555
22-08-2024,9,26564
23-08-2024,4,26568
24-08-2024,4,26572
25-08-2024,5,26577
26-08-2024,3,26580
27-08-2024,5,26585
28-08-2024,5,26590
29-08-2024,5,26595
30-08-2024,9,26604
31-08-2024,2,26606
01-09-2024,4,26610
02-09-2024,10,26620
03-09-2024,5,26625
04-09-2024,7,26632
05-09-2024,9,26641
06-09-2024,6,26647
07-09-2024,4,26651
08-09-2024,6,26657
09-09-2024,4,26661
10-09-2024,4,26665
11-09-2024,6,26671
12-09-2024,5,26676
13-09-2024,5,26681
14-09-2024,4,26685
15-09-2024,5,26690
16-09-2024,5,26695
17-09-2024,3,26698
18-09-2024,4,26702
19-09-2024,7,26709
20-09-2024,3,26712
21-09-2024,2,26714
22-09-2024,5,26719
23-09-2024,3,26722
24-09-2024,3,26725
25-09-2024,6,26731
26-09-2024,5,26736
27-09-2024,4,26740
28-09-2024,7,26747
29-09-2024,4,26751
30-09-2024,5,26756
01-10-2024,9,26765
02-10-2024,7,26772
03-10-2024,3,26775
04-10-2024,6,26781
05-10-2024,2,26783
06-10-2024,2,26785
07-10-2024,1,26786
08-10-2024,7,26793
09-10-2024,5,26798
10-10-2024,6,26804
11-10-2024,8,26812
12-10-2024,4,26816
13-10-2024,7,26823
14-10-2024,8,26831
15-10-2024,5,26836
16-10-2024,8,26844
17-10-2024,11,26855
18-10-2024,7,26862
19-10-2024,4,26866
20-10-2024,5,26871
21-10-2024,4,26875
22-10-2024,11,26886
23-10-2024,7,26893
24-10-2024,5,26898
25-10-2024,1,26899
26-10-2024,8,26907
27-10-2024,6,26913
28-10-2024,3,26916
29-10-2024,8,26924
30-10-2024,8,26932
31-10-2024,6,26938
01-11-2024,10,26948
02-11-2024,4,26952
03-11-2024,5,26957
04-11-2024,4,26961
05-11-2024,6,26967
06-11-2024,5,26972
07-11-2024,14,26986
08-11-2024,7,26993
09-11-2024,5,26998
10-11-2024,5,27003
11-11-2024,4,27007
12-11-2024,6,27013
13-11-2024,6,27019
14-11-2024,8,27027
15-11-2024,4,27031
16-11-2024,3,27034
17-11-2024,5,27039
18-11-2024,5,27044
19-11-2024,5,27049
20-11-2024,6,27055
21-11-2024,7,27062
22-11-2024,5,27067
23-11-2024,6,27073
24-11-2024,0,27073
25-11-2024,2,27075
26-11-2024,4,27079
27-11-2024,4,27083
28-11-2024,4,27087
29-11-2024,6,27093
30-11-2024,3,27096
01-12-2024,2,27098
02-12-2024,4,27102
03-12-2024,5,27107
04-12-2024,4,27111
05-12-2024,8,27119
06-12-2024,9,27128
07-12-2024,4,27132
08-12-2024,2,27134
09-12-2024,1,27135
10-12-2024,4,27139
11-12-2024,3,27142
12-12-2024,7,27149
13-12-2024,7,27156
14-12-2024,2,27158
15-12-2024,5,27163
16-12-2024,6,27169
17-12-2024,3,27172
18-12-2024,6,27178
19-12-2024,6,27184
20-12-2024,2,27186
21-12-2024,3,27189
22-12-2024,3,27192
23-12-2024,6,27198
24-12-2024,2,27200
25-12-2024,2,27202
26-12-2024,7,27209
27-12-2024,7,27216
28-12-2024,3,27219
29-12-2024,3,27222
30-12-2024,6,27228
31-12-2024,3,27231
01-01-2025,1,27232
02-01-2025,6,27238
03-01-2025,9,27247
04-01-2025,9,27256
05-01-2025,6,27262
06-01-2025,0,27262
